wikidata_id,label,deleted,dfk_id,or_id,or_label,dfkv_id,dfkv_label,pb_id,pb_label
wikidata_id,label,deleted,dfk_id,or_id,or_label,dfkv_id,dfkv_label,pb_id,pb_label
,,,DFK0007827916,14935,"Blagowolin, Nikolaij Nikdajewitsch",,,,
,,,DFK0001774704,4863,"Burkard, Arthur",,,,
,,,DFK0005265509,14844,"Bay, Stanislaw",,,,
,,,DFK0006281807,15230,"Bachmann, Gerhard",,,,
,,,DFK0003278898,15125,"Bairamow, Danko",,,,
,,,DFK0009360393,15161,"Bergsdottir, Valgerdur",,,,
,,,DFK0000390110,15489,"Bache, Renel",,,,
,,,DFK0009094036,15449.0,"Becht, Frits",,,,
,,,DFK0006308735,15847,"Bartholomäus, Ralf",,,,
,,,DFK0002421772,15820,"Baily, Baily",,,,
,,,DFK0005518625,15822,"Birmelin, Birmelin",,,,
,,,DFK0002161154,15777,"Bravo, Alvarez",,,,
,,,DFK0007022374,15795,"Becker, Christine",,,,
,,,DFK0000891079,16792,"Backer, Douve van",,,,
,,,DFK0004645101,16795,"Bagiński, Dobrosław",,,,
,,,DFK0003030629,9113,"Beck, Beck",,,,
,,,DFK0003651986,18174,"Bayle, François",,,,
,,,DFK0004330109,18197,"Bloch, Dany",,,,
,,,DFK0007426572,4231,"Blossefeldt, Karl",,,,
,,,DFK0004366316,18122,"Broos, Kees",,,,
,,,DFK0002133549,12284,"Besacier, Hubert",,,,
,,,DFK0004449243,18731,"Briance, Jean",,,,
,,,DFK0001224149,18693,"Boulet, Roger",,,,
,,,DFK0005180416,18754,"Boldt, Hinrich",,,,
,,,DFK0000897660,18955,"Besseling, Sonja",,,,
,,,DFK0004844783,19025,"Borchert, Uliane",,,,
,,,DFK0008086739,19002,"Bremer, Alexander",,,,
,,,DFK0009608315,19224,"Bujak, Dariusz",,,,
,,,DFK0004262575,19229,"Belotti, Evaristo",,,,
,,,DFK0006167927,19193,"Bazazjanc, Stella",,,,
,,,DFK0008039845,19467,"Blume, Anna",,,,
,,,DFK0003493167,6996,"Bell, Bell",,,,
,,,DFK0002708317,19496,"Browne, Tim",,,,
,,,DFK0007752766,19449,"Beeby, Tom",,,,
,,,DFK0000974579,19688,"Brun, Andras",,,,
,,,DFK0003704579,19767,"Benecke, Peter",,,,
,,,DFK0005978172,19782,"Bruno, Madeleine",,,,
,,,DFK0002287503,19745,"Beccera, Beccera",,,,
,,,DFK0005447756,19754,"Borès, Mathieu",,,,
,,,DFK0007653876,19675,"Baader, Hanna Barbara",,,,
,,,DFK0007564661,19679,"Birkàs, Arkos",,,,
,,,DFK0007404426,20011,"Boeckl, Boeckl",,,,
,,,DFK0000601231,20025,"Barroux, J. H.",,,,
,,,DFK0006451019,20031,"Boucoud, Charles",,,,
,,,DFK0002666724,19492,"Bell, Daniel",,,,
,,,DFK0005560923,20072,"Beeren, Wilm",,,,
,,,DFK0004758051,20103,"Büthe, Joachim",,,,
,,,DFK0005705218,20104,"Boll, Walther",,,,
,,,DFK0007524131,20305,"Bonsack, W. M.",,,,
,,,DFK0002661562,20499,"Böhm, Hans",,,,
,,,DFK0000754727,20431,"Brandt, Klaus",,,,
,,,DFK0004905442,20628,"Béjart, Béjart",,,,
,,,DFK0007159142,20638,"Boriani, Boriani",,,,
,,,DFK0007348681,7934,"Bayl, Friedrich",,,,
,,,DFK0003269007,20734,"Becerra A., Luis German",,,,
,,,DFK0005767064,20835,"Branzi, Branzi",,,,
,,,DFK0007031177,9452,"Blechen, Blechen",,,,
,,,DFK0007302112,5626,"Braun, Braun",,,,
,,,DFK0000288987,20787,"Beresford, Beresford",,,,
,,,DFK0005364016,4618,"boznanska, boznanska",,,,
,,,DFK0003295565,20842,"Baudewijn, Baudewijn",,,,
,,,DFK0002223233,19810,"Besançon, Besançon",,,,
,,,DFK0006395503,11766,"Borowski, Krzysztof",,,,
,,,DFK0007743119,20964,"Bajanov, Leonid",,,,
,,,DFK0003136700,20965,"Beret, Chantal",,,,
,,,DFK0005914915,21637,"Cholewinski, Maciej",,,,
,,,DFK0005985476,21825,"Crowley, David",,,,
,,,DFK0000252284,16806,"Cookson, B.",,,,
