wikidata_id|label|fr_label|hide|deleted|dfk_id|or_id|or_label|dfkv_id|dfkv_label|pb_id|pb_label|fs_id|fs_label|av_id|av_label
|Broër, Almut||0||DFK0007338372|13026|Broër, Almut||||||||
|Biniarz, Franz Peter||0||DFK0001295842|13834|Biniarz, Franz Peter||||||||
|Bosch||0||DFK0008594926|13732|Bosch, Bosch||||||||
|Bak, Jerzy||0||DFK0000156783|13766|Bak, Jerzy||||||||
|Becher, Bernhard & Hilda||0||DFK0001540432|13742|Becher, Bernhard & Hilda||||||||
|Bogucki, Michal||0||DFK0004224771|13811|Bogucki, Michal||||||||
|Blazewicz, Olgierd||0||DFK0000817245|13330|Blazewicz, Olgierd||||||||
|Burckhardt, Balthasar||0||DFK0000173587|13447|Burckhardt, Balthasar||||||||
|||0||DFK0006938798|13692|Bayerle, Thomas||||||||
|Bzdok, Henryk||0||DFK0008496817|13698|Bzdok, Henryk||||||||
|Bissiere, Benrath||0||DFK0007201381|13669|Bissiere, Benrath||||||||
|Baldaccini, Cezar||0||DFK0009459796|13951|Baldaccini, Cezar||||||||
|Breznay, Jozef||0||DFK0005834117|13953|Breznay, Jozef||||||||
|Baworowska, Barbara||0||DFK0001864738|13952|Baworowska, Barbara||||||||
|Baudinet, Marie-José||0||DFK0006961655|14247|Baudinet, Marie-José||||||||
|Baumann, Hans||0||DFK0005586599|14171|Baumann, Hans||||||||
|Berger, R.||0||DFK0008655357|14199|Berger, R.||||||||
|Baumeister, Mary||0||DFK0007901426|14489|Baumeister, Mary||||||||
|Brown, Caroline||0||DFK0006142840|14492|Brown, Caroline||||||||
|Borsotto||0||DFK0008705276|14443|Borsotto, Borsotto||||||||
|Brisset||0||DFK0002744830|14542|Brisset, Brisset||||||||
|Barron, Françoise||0||DFK0007489043|14543|Barron, Françoise||||||||
|Blagowolin, Nikolaij Nikdajewitsch||0||DFK0007827916|14935|Blagowolin, Nikolaij Nikdajewitsch||||||||
|Burkard, Arthur||0|yes|DFK0001774704|4863|Burkard, Arthur||||||||
|Bay, Stanislaw||0||DFK0005265509|14844|Bay, Stanislaw||||||||
|Bachmann, Gerhard||0||DFK0006281807|15230|Bachmann, Gerhard||||||||
|Bairamow, Danko||0||DFK0003278898|15125|Bairamow, Danko||||||||
|Bergsdottir, Valgerdur||0||DFK0009360393|15161|Bergsdottir, Valgerdur||||||||
|Bache, Renel||0||DFK0000390110|15489|Bache, Renel||||||||
|Becht, Frits||0||DFK0009094036|15449|Becht, Frits||||||||
|Bartholomäus, Ralf||0||DFK0006308735|15847|Bartholomäus, Ralf||||||||
|Baily||0||DFK0002421772|15820|Baily, Baily||||||||
|Birmelin||0||DFK0005518625|15822|Birmelin, Birmelin||||||||
|Bravo, Alvarez||0||DFK0002161154|15777|Bravo, Alvarez||||||||
|Becker, Christine||0||DFK0007022374|15795|Becker, Christine||||||||
|Backer, Douve van||0||DFK0000891079|16792|Backer, Douve van||||||||
|Bagiński, Dobrosław||0||DFK0004645101|16795|Bagiński, Dobrosław||||||||
|Beck||1|yes|DFK0003030629|9113|Beck, Beck||||||||
|Bayle, François||0||DFK0003651986|18174|Bayle, François||||||||
|Bloch, Dany||0||DFK0004330109|18197|Bloch, Dany||||||||
|Blossefeldt, Karl||0|yes|DFK0007426572|4231|Blossefeldt, Karl||||||||
|Broos, Kees||0||DFK0004366316|18122|Broos, Kees||||||||
|Besacier, Hubert||0||DFK0002133549|12284|Besacier, Hubert||||||||
|Briance, Jean||0||DFK0004449243|18731|Briance, Jean||||||||
|Boulet, Roger||0||DFK0001224149|18693|Boulet, Roger||||||||
|Boldt, Hinrich||0||DFK0005180416|18754|Boldt, Hinrich||||||||
|Besseling, Sonja||0||DFK0000897660|18955|Besseling, Sonja||||||||
|Borchert, Uliane||0||DFK0004844783|19025|Borchert, Uliane||||||||
|Bremer, Alexander||0||DFK0008086739|19002|Bremer, Alexander||||||||
|Bujak, Dariusz||0||DFK0009608315|19224|Bujak, Dariusz||||||||
|Belotti, Evaristo||0||DFK0004262575|19229|Belotti, Evaristo||||||||
|Bazazjanc, Stella||0||DFK0006167927|19193|Bazazjanc, Stella||||||||
|Blume, Anna||0||DFK0008039845|19467|Blume, Anna||||||||
|Bell||1|yes|DFK0003493167|6996|Bell, Bell||||||||
|Browne, Tim||0||DFK0002708317|19496|Browne, Tim||||||||
|Beeby, Tom||0||DFK0007752766|19449|Beeby, Tom||||||||
|Brun, Andras||0||DFK0000974579|19688|Brun, Andras||||||||
|Benecke, Peter||0||DFK0003704579|19767|Benecke, Peter||||||||
|Bruno, Madeleine||0||DFK0005978172|19782|Bruno, Madeleine||||||||
|Beccera||0||DFK0002287503|19745|Beccera, Beccera||||||||
|Borès, Mathieu||0||DFK0005447756|19754|Borès, Mathieu||||||||
|Baader, Hanna Barbara||0||DFK0007653876|19675|Baader, Hanna Barbara||||||||
|Birkàs, Arkos||0||DFK0007564661|19679|Birkàs, Arkos||||||||
|Boeckl||0||DFK0007404426|20011|Boeckl, Boeckl||||||||
|Barroux, J. H.||0||DFK0000601231|20025|Barroux, J. H.||||||||
|Boucoud, Charles||0||DFK0006451019|20031|Boucoud, Charles||||||||
|Bell, Daniel||0||DFK0002666724|19492|Bell, Daniel||||||||
|Beeren, Wilm||0||DFK0005560923|20072|Beeren, Wilm||||||||
|Büthe, Joachim||0||DFK0004758051|20103|Büthe, Joachim||||||||
|Boll, Walther||0||DFK0005705218|20104|Boll, Walther||||||||
|Bonsack, W. M.||0||DFK0007524131|20305|Bonsack, W. M.||||||||
|Böhm, Hans||0||DFK0002661562|20499|Böhm, Hans||||||||
|Brandt, Klaus||0||DFK0000754727|20431|Brandt, Klaus||||||||
|Béjart||0||DFK0004905442|20628|Béjart, Béjart||||||||
|Boriani||0||DFK0007159142|20638|Boriani, Boriani||||||||
|Bayl, Friedrich||0|yes|DFK0007348681|7934|Bayl, Friedrich||||||||
|||0||DFK0009663108|20734|Becerra A., Luis German||||||||
|Branzi||0||DFK0005767064|20835|Branzi, Branzi||||||||
|Blechen||0||DFK0007031177|9452|Blechen, Blechen||||||||
|Braun||0|yes|DFK0007302112|5626|Braun, Braun||||||||
|Beresford||0||DFK0000288987|20787|Beresford, Beresford||||||||
|boznanska||0|yes|DFK0005364016|4618|boznanska, boznanska||||||||
|Baudewijn||0||DFK0003295565|20842|Baudewijn, Baudewijn||||||||
|Besançon||0||DFK0002223233|19810|Besançon, Besançon||||||||
|Borowski, Krzysztof||0||DFK0006395503|11766|Borowski, Krzysztof||||||||
|Bajanov, Leonid||0||DFK0007743119|20964|Bajanov, Leonid||||||||
|Beret, Chantal||0||DFK0003136700|20965|Beret, Chantal||||||||
|Cholewinski, Maciej||0||DFK0005914915|21637|Cholewinski, Maciej||||||||
|Crowley, David||0||DFK0005985476|21825|Crowley, David||||||||
|Cookson, B.||0||DFK0000252284|16806|Cookson, B.||||||||
|Cofone, César||0||DFK0001458095|18774|Cofone, César||||||||
|Charbonnier, Vincent||0||DFK0002084163|21778|Charbonnier, Vincent||||||||
|Clerval, Alain||0||DFK0003511940|12099|Clerval, Alain||||||||
|Courtois, Hedwige||0||DFK0005473594|18071|Courtois, Hedwige||||||||
|Charvolen, Max||0||DFK0006044560|14954|Charvolen, Max||||||||
|Chollet||0||DFK0000728489|14955|Chollet, Chollet||||||||
|Chlana, Mark||0||DFK0008621016|10188|Chlana, Mark||||||||
|Conrad, Joachim||0||DFK0007563161|16521|Conrad, Joachim||||||||
|Chojnacki, Jerzy Wojciech||0||DFK0008407045|16525|Chojnacki, Jerzy Wojciech||||||||
|Clairin, Pierre-Michel||0||DFK0007739058|16982|Clairin, Pierre-Michel||||||||
|Clémenceau, Jean-Louis||0||DFK0006219997|16984|Clémenceau, Jean-Louis||||||||
|Commère||0|yes|DFK0009952911|8627|Commère, Commère||||||||
|Clamagirand||0||DFK0008370803|17228|Clamagirand, Clamagirand||||||||
|Clemenceau||0||DFK0003100727|2051|Clemenceau, Clemenceau||||||||
|Castoriano, Alain||0||DFK0009157949|17502|Castoriano, Alain||||||||
|Carré, Agnès||0||DFK0002956211|17503|Carré, Agnès||||||||
|Chmurzyński, Irenusz||0||DFK0006455655|17729|Chmurzyński, Irenusz||||||||
|Corfou, Michel||0||DFK0004995014|17714|Corfou, Michel||||||||
|Cakolli, Zyhdi||0||DFK0008636072|17780|Cakolli, Zyhdi||||||||
|Czajkowska, Teresa||0||DFK0007565959|17796|Czajkowska, Teresa||||||||
|Choroszucha, Jan||0||DFK0007857718|17821|Choroszucha, Jan||||||||
|Chudoba-Wiśniewska, Maria||0||DFK0001311121|17822|Chudoba-Wiśniewska, Maria||||||||
|Cierniewski, Marek||0||DFK0003694473|17823|Cierniewski, Marek||||||||
|Czerniawski, Jerzy||0||DFK0001539494|13833|Czerniawski, Jerzy||||||||
|Cwikła, Jacek||0||DFK0006762456|17929|Cwikła, Jacek||||||||
|Chuckynski, Feliks||0||DFK0009840861|17858|Chuckynski, Feliks||||||||
|Cholkovsky, Igor||0||DFK0000928183|19878|Cholkovsky, Igor||||||||
|Castano||0||DFK0009118199|19722|Castano, Castano||||||||
|Cranach, Lucas||0|yes|DFK0001410340|4543|Cranach, Lucas||||||||
|Castel, Jeanne||0||DFK0009598933|10961|Castel, Jeanne||||||||
|Caro||1|yes|DFK0000057159|6273|Caro, Caro||||||||
|Collomb||0||DFK0008323022|11042|Collomb, Collomb||||||||
|Crociani, Nino||0||DFK0002307398|12946|Crociani, Nino||||||||
|Carml, Eugenio||0||DFK0004572905|13883|Carml, Eugenio||||||||
|Cocoteau, Jean||0||DFK0004593852|2592|Cocoteau, Jean||||||||
|Christiansen||0|yes|DFK0000020604|5943|Christiansen, Christiansen||||||||
|Cyganska-Wolicka, Helena||0||DFK0007240633|13964|Cyganska-Wolicka, Helena||||||||
|Constable, John||0|yes|DFK0005238503|3372|Constable, John||||||||
|Chambaz||0||DFK0000813651|14350|Chambaz, Chambaz||||||||
|Coleman||0||DFK0005063665|14380|Coleman, Coleman||||||||
|Contino, Jose||0||DFK0002026401|14646|Contino, Jose||||||||
|Charvollen||0||DFK0004280799|14566|Charvollen, Charvollen||||||||
|Czartoryjski, Adam||0||DFK0006575957|15019|Czartoryjski, Adam||||||||
|Chordrowski, Antoni||0||DFK0005128780|15044|Chordrowski, Antoni||||||||
|Chardshiew, Nikolai||0||DFK0006765760|15639|Chardshiew, Nikolai||||||||
|Campbell, Christina||0||DFK0002446108|15498|Campbell, Christina||||||||
|Clausewitz||0||DFK0003257770|16355|Clausewitz, Clausewitz||||||||
|Conti, Lydia||0|yes|DFK0009775873|9967|Conti, Lydia||||||||
|Crousel, Chantal||0||DFK0002237791|11418|Crousel, Chantal||||||||
|Champey, Inès||0||DFK0004406204|16385|Champey, Inès||||||||
|Crouvel, Willm H.||0||DFK0009554495|18036|Crouvel, Willm H.||||||||
|Comte, Philippe||0||DFK0005909804|18043|Comte, Philippe||||||||
|Carrade||0|yes|DFK0000858312|9076|Carrade, Carrade||||||||
|Carelmand||0||DFK0000218269|16867|Carelmand, Carelmand||||||||
|Creuzeau, Vincent||0||DFK0008386766|18565|Creuzeau, Vincent||||||||
|Cassandre||0||DFK0009224459|2621|Cassandre, Cassandre||||||||
|Carbonnet, Bruno||0||DFK0008186684|18596|Carbonnet, Bruno||||||||
|Cavaletti, Andriana||0||DFK0003183119|18597|Cavaletti, Andriana||||||||
|Chalvron, Hubert de||0||DFK0009223652|18600|Chalvron, Hubert de||||||||
|Chevalier, Charles||0||DFK0004449272|18683|Chevalier, Charles||||||||
|Casdin-Silver, Harriet||0||DFK0000679710|18546|Casdin-Silver, Harriet||||||||
|Canole||0||DFK0000416531|18512|Canole, Canole||||||||
|Chruścieńska, Janina||0||DFK0007568708|18662|Chruścieńska, Janina||||||||
|Cesarski, Wojciech||0||DFK0008517334|18907|Cesarski, Wojciech||||||||
|Cadot, Farideh||0||DFK0006630954|18858|Cadot, Farideh||||||||
|Cassegrain, Norbert||0||DFK0007543980|18872|Cassegrain, Norbert||||||||
|Corregio||0||DFK0001283742|3029|Corregio, Corregio||||||||
|Cwiertnikiewicz, Wojciech||0||DFK0005585561|19335|Cwiertnikiewicz, Wojciech||||||||
|Caryk, Jerzy||0||DFK0003938684|19322|Caryk, Jerzy||||||||
|Ciba, Anna||0||DFK0007000600|19323|Ciba, Anna||||||||
|Casimiro||0||DFK0009681774|19668|Casimiro, Casimiro||||||||
|Carlo||1||DFK0008806471|19605|Carlo, Carlo||||||||
|Cross, Charles||0|yes|DFK0007739980|4922|Cross, Charles||||||||
|Cosmi, Brigitte de||0||DFK0007453360|19936|Cosmi, Brigitte de||||||||
|Connor, Patrick||0||DFK0001338679|19940|Connor, Patrick||||||||
|Clave, Antonio (16983)||0||DFK0004638559|19967|Clave, Antonio (16983)||||||||
|Collot, Gérard||0||DFK0006194505|19836|Collot, Gérard||||||||
|Clouzet||0||DFK0006856121|19807|Clouzet, Clouzet||||||||
|Curiel, Hans||0||DFK0002568934|20368|Curiel, Hans||||||||
|Comtesse de Sorcy, Anne-Marie-Louise Thélusson||0||DFK0003346162|20385|Comtesse de Sorcy, Anne-Marie-Louise Thélusson||||||||
|Carrick, Jill||0||DFK0007633838|21170|Carrick, Jill||||||||
|Compton, Michel||0||DFK0000616263|21130|Compton, Michel||||||||
|Copin, Hélène||0||DFK0006405648|21111|Copin, Hélène||||||||
|Cone, Michele||0||DFK0003720772|21109|Cone, Michele||||||||
|Corot, Gustave||0||DFK0009624658|17058|Corot, Gustave||||||||
|Creuze, Raymond||0||DFK0007083172|10937|Creuze, Raymond||||||||
|Ciesielska, Jolanta||0||DFK0006264219|21224|Ciesielska, Jolanta||||||||
|Carlo, Giulio||0||DFK0005319282|21201|Carlo, Giulio||||||||
|Caianiello, Tiziana||0||DFK0004827354|21702|Caianiello, Tiziana||||||||
|Caddiola, Enzo||0||DFK0004754742|21575|Caddiola, Enzo||||||||
|Ciesielski, Andrzej||0||DFK0002444170|21345|Ciesielski, Andrzej||||||||
|Czubak, Bożena||0||DFK0001792545|21356|Czubak, Bożena||||||||
|Cave, Nick||0||DFK0001409959|21903|Cave, Nick||||||||
|Capelle, Ruth Maria||0||DFK0009595192|20257|Capelle, Ruth Maria||||||||
|Cazrtoryska, Urszula||0||DFK0008037983|21841|Cazrtoryska, Urszula||||||||
|Caillaud||0||DFK0000984726|9063|Caillaud, Caillaud||||||||
|Cuin||1||DFK0004136287|14440|Cuin, Cuin||||||||
|Czerkinsky, Stephan||0||DFK0002334139|18355|Czerkinsky, Stephan||||||||
|Cabe, Carlos||0||DFK0001758818|18347|Cabe, Carlos||||||||
|Carlos, Nino||0||DFK0000391112|18348|Carlos, Nino||||||||
|Camacho||0||DFK0002529840|16714|Camacho, Camacho||||||||
|Constant||0||DFK0004048737|18232|Constant, Constant||||||||
|Chojnacki, Mieczysław||0||DFK0009091276|17542|Chojnacki, Mieczysław||||||||
|Chevalier, Jacqueline||0||DFK0007721711|16723|Chevalier, Jacqueline||||||||
|Canaguier, Pierre||0||DFK0008842959|16364|Canaguier, Pierre||||||||
|Chinoń, Waldemar||0||DFK0006483030|17876|Chinoń, Waldemar||||||||
|Chmielnik, Leonia||0||DFK0005299930|17180|Chmielnik, Leonia||||||||
|Cykowski, Jan||0||DFK0000452535|16890|Cykowski, Jan||||||||
|Chiemlewski, Henryk||0||DFK0005046192|16926|Chiemlewski, Henryk||||||||
|Carwatowski, Stefan||0||DFK0002280382|16910|Carwatowski, Stefan||||||||
|Ciara, Danuta||0||DFK0001635561|17191|Ciara, Danuta||||||||
|Cichy, Tadeusz||0||DFK0003911893|17192|Cichy, Tadeusz||||||||
|Caillot, Bernard||0||DFK0007674014|17056|Caillot, Bernard||||||||
|Cieloch, Stanisław||0||DFK0004153351|17354|Cieloch, Stanisław||||||||
|Czarnecki, Edmund||0||DFK0000582049|17359|Czarnecki, Edmund||||||||
|Castex||0|yes|DFK0002208657|8227|Castex, Castex||||||||
|Chirot, Holley||0||DFK0005296912|17400|Chirot, Holley||||||||
|Constant||0||DFK0002040041|14305|Constant, Constant||||||||
|Cappiello||0|yes|DFK0005840455|6445|Cappiello, Cappiello||||||||
|Chastel, Robert||0||DFK0001752182|18313|Chastel, Robert||||||||
|Cieslar, Anna||0||DFK0003412958|19897|Cieslar, Anna||||||||
|Cieslar, Stefan||0||DFK0002385510|19898|Cieslar, Stefan||||||||
|Conner||0||DFK0004287581|10835|Conner, Conner||||||||
|Cohen, Bernhard||0||DFK0000338849|10844|Cohen, Bernhard||||||||
|Cross||0||DFK0006596189|2167|Cross, Cross||||||||
|Cascello, Pietro||0||DFK0008284972|12700|Cascello, Pietro||||||||
|Clero, Paul||0||DFK0004785493|12548|Clero, Paul||||||||
|Corneille, Pierre||0||DFK0005678041|13105|Corneille, Pierre||||||||
|Chojecki, Andrzej Kazimierz||0||DFK0002938733|13829|Chojecki, Andrzej Kazimierz||||||||
|Colvin, Maria||0||DFK0001069594|16837|Colvin, Maria||||||||
|Chromy, Krystyna||0||DFK0005777030|13650|Chromy, Krystyna||||||||
|Clément||0|yes|DFK0000248724|5727|Clément, Clément||||||||
|Clément||0||DFK0006597177|14441|Clément, Clément||||||||
|Costard, Helmut||0||DFK0009894901|14505|Costard, Helmut||||||||
|Cantor, Mira||0||DFK0008195263|14941|Cantor, Mira||||||||
|Carrera||0||DFK0005277970|15246|Carrera, Carrera||||||||
|Couchot||0||DFK0003590274|15248|Couchot, Couchot||||||||
|Clément, Jean Pierre||0||DFK0001058243|15385|Clément, Jean Pierre||||||||
|Cabalero, Luis||0||DFK0003266484|15828|Cabalero, Luis||||||||
|Cardenas||0||DFK0008150399|10760|Cardenas, Cardenas||||||||
|Coral, Liisa de||0||DFK0008189618|15878|Coral, Liisa de||||||||
|Clauer, Karl Gottlieb Daniel||0||DFK0000019391|16142|Clauer, Karl Gottlieb Daniel||||||||
|Cook, Catherine||0||DFK0009477078|16050|Cook, Catherine||||||||
|Catoir, Ch.||0||DFK0002667654|16753|Catoir, Ch.||||||||
|Crämer, Anselm||0||DFK0001150052|16821|Crämer, Anselm||||||||
|Chtchipatchev||0||DFK0007992281|18146|Chtchipatchev, Chtchipatchev||||||||
|Cobville||0||DFK0002381891|18696|Cobville, Cobville||||||||
|Christians, Ulrich||0||DFK0001296397|18832|Christians, Ulrich||||||||
|Caffarena, Attilio||0||DFK0003254019|19541|Caffarena, Attilio||||||||
|Chalimeau, Jean-Luc||0||DFK0007203654|19461|Chalimeau, Jean-Luc||||||||
|Cremers||0||DFK0000568631|19748|Cremers, Cremers||||||||
|Carracci||0||DFK0000414180|20016|Carracci, Carracci||||||||
|Couturier||0|yes|DFK0009769614|8420|Couturier, Couturier||||||||
|Cornu||0||DFK0004827159|20043|Cornu, Cornu||||||||
|Cogniat, Marcel||0|yes|DFK0001881817|3864|Cogniat, Marcel||||||||
|||0||DFK0008372977|7582|Canaletto (eig.: Giovanni Antonio Canal), Canaletto (eig.: Giovanni Antonio Canal)||||||||
|Canaletto||0|yes|DFK0003858077|3378|Canaletto, Canaletto||||||||
|Chaisemartin, Dörte de||0||DFK0000254752|20624|Chaisemartin, Dörte de||||||||
|Chambrin||0||DFK0002121938|20606|Chambrin, Chambrin||||||||
|Chruscicki, Tadeusz||0||DFK0006749545|20611|Chruscicki, Tadeusz||||||||
|Cuartas, Gregorio||0||DFK0001559044|20825|Cuartas, Gregorio||||||||
|Caballero||0||DFK0007014649|20769|Caballero, Caballero||||||||
|Cartier, J.-A.||0|yes|DFK0000566495|8831|Cartier, J.-A.||||||||
|Chan||1|yes|DFK0001580160|8871|Chan, Chan||||||||
|Cingria, Hélène||0||DFK0002251720|21318|Cingria, Hélène||||||||
|Cléro||0||DFK0001523146|12396|Cléro, Cléro||||||||
|Cathelin, Jean||0||DFK0002810944|12398|Cathelin, Jean||||||||
|Douglas, Mary||0||DFK0001210303|21537|Douglas, Mary||||||||
|Davila, Thierry||0||DFK0008215255|21546|Davila, Thierry||||||||
|Dyogot, Catherine||0||DFK0002722913|21632|Dyogot, Catherine||||||||
|Dengler, Steffen||0||DFK0007314957|21822|Dengler, Steffen||||||||
|Dary, Anne||0||DFK0006611523|21592|Dary, Anne||||||||
|Dróżdż, Stanisław||0||DFK0004689949|11979|Dróżdż, Stanisław||||||||
|Demarco, Richard||0||DFK0007395920|21332|Demarco, Richard||||||||
|Di Maggio, Gino||0||DFK0009309030|11758|Di Maggio, Gino||||||||
|Durand-Dessert, Liliane & Michel||0||DFK0001156841|16285|Durand-Dessert, Liliane & Michel||||||||
|Dagbert, Anne||0||DFK0000748624|16386|Dagbert, Anne||||||||
|d'Huart, Annabel||0||DFK0007539369|16707|d'Huart, Annabel||||||||
|Del Guerico, Antonio||0||DFK0007381526|21464|Del Guerico, Antonio||||||||
|Debecque-Michel, Laurence||0||DFK0003185351|18665|Debecque-Michel, Laurence||||||||
|Demoulin, Michèle||0||DFK0001938684|18569|Demoulin, Michèle||||||||
|Dupuis, Sylvie||0||DFK0004163780|15993|Dupuis, Sylvie||||||||
|Du Vignal, Philippe||0||DFK0007190394|10615|Du Vignal, Philippe||||||||
|Dufo, Alain||0||DFK0001944851|11630|Dufo, Alain||||||||
|De Rosny||0||DFK0004577869|14960|De Rosny, De Rosny||||||||
|||0||DFK0007776943|16478|Drenkahn, Reinhard||||||||
|Delfino||0||DFK0001924648|14780|Delfino, Delfino||||||||
|Deckwitz||0||DFK0009588052|14956|Deckwitz, Deckwitz||||||||
|Dubkowski, Jan||0||DFK0009188794|17531|Dubkowski, Jan||||||||
|Dokupil, Georg Jiri||0||DFK0005989375|13257|Dokupil, Georg Jiri||||||||
|Drezdz, Stanislaw||0||DFK0002054115|15834|Drezdz, Stanislaw||||||||
|Dawidowicz, Wlodzimirs||0||DFK0000304238|14843|Dawidowicz, Wlodzimirs||||||||
|Danko, Wojciech||0||DFK0007827883|17424|Danko, Wojciech||||||||
|Delekta-Wicińska, Iza||0||DFK0003840677|17749|Delekta-Wicińska, Iza||||||||
|Dasewicz, Jan||0||DFK0001738316|17752|Dasewicz, Jan||||||||
|Dziatko, Wojciech||0||DFK0005117347|17867|Dziatko, Wojciech||||||||
|Dauguet, Jean Claude||0||DFK0001659310|17853|Dauguet, Jean Claude||||||||
|Darnau-Guillem, Jean-François||0||DFK0005244537|17854|Darnau-Guillem, Jean-François||||||||
|Dorota, Tadeusz||0||DFK0000194872|17769|Dorota, Tadeusz||||||||
|De Poortere, Pierre||0||DFK0002095167|19849|De Poortere, Pierre||||||||
|Durel, Michel||0||DFK0001670569|19877|Durel, Michel||||||||
|Delahaye, Peter||0||DFK0001482843|10705|Delahaye, Peter||||||||
|Donnan||0||DFK0006818629|10922|Donnan, Donnan||||||||
|Drews||0||DFK0003757544|10924|Drews, Drews||||||||
|Dshaukshta||0||DFK0005940572|11361|Dshaukshta, Dshaukshta||||||||
|Dickens||0|yes|DFK0005771546|7073|Dickens, Dickens||||||||
|Dreiband, Lawrence||0||DFK0003474200|11334|Dreiband, Lawrence||||||||
|Donald Honeyman, Mrs.||0||DFK0001858313|12139|Donald Honeyman, Mrs.||||||||
|Durandell, Louis-Emile||0||DFK0003951949|12171|Durandell, Louis-Emile||||||||
|Danco, Günter||0||DFK0003530728|13012|Danco, Günter||||||||
|Drewin, Andrei||0||DFK0001142580|12982|Drewin, Andrei||||||||
|Davvetas, Demostène||0||DFK0008585554|13259|Davvetas, Demostène||||||||
|Domagala, Ireneusz||0||DFK0006459759|13775|Domagala, Ireneusz||||||||
|Deren, Radoslaw||0||DFK0008155378|13512|Deren, Radoslaw||||||||
|Degas||0||DFK0002970494|2061|Degas, Degas||||||||
|Domeca, Jean Philippe||0||DFK0007267909|13561|Domeca, Jean Philippe||||||||
|Deckardt, Andreas||0||DFK0002699290|14059|Deckardt, Andreas||||||||
|Doesburg van||0|yes|DFK0007406387|6902|Doesburg van, Doesburg van||||||||
|Diederich, Eberhard||0||DFK0005868769|14339|Diederich, Eberhard||||||||
|Dodeigne||0||DFK0001148862|14311|Dodeigne, Dodeigne||||||||
|Deutschmann, E.||0||DFK0001011231|14315|Deutschmann, E.||||||||
|Dedekind||0||DFK0002877996|14580|Dedekind, Dedekind||||||||
|Dusan, Koněnij||0||DFK0004517877|14587|Dusan, Koněnij||||||||
|Dittrich, Ulrike||0||DFK0003706907|14675|Dittrich, Ulrike||||||||
|Davies, Douglas||0||DFK0007145233|14978|Davies, Douglas||||||||
|Diaz Cortes, Antonio||0||DFK0000306380|15057|Diaz Cortes, Antonio||||||||
|Dionisi||0||DFK0006355369|15283|Dionisi, Dionisi||||||||
|Deni||1||DFK0007160154|15286|Deni, Deni||||||||
|Danilauskas, Jonas||0||DFK0006508959|15642|Danilauskas, Jonas||||||||
|Dschafarowa, Swetlana||0||DFK0005827899|15669|Dschafarowa, Swetlana||||||||
|Durand-Ruel, George||0|yes|DFK0007555870|1841|Durand-Ruel, George||||||||
|Dykhovichnyj, Ivan||0||DFK0006425361|16223|Dykhovichnyj, Ivan||||||||
